Ticker,Company Name,Industry,Market Price,Market Cap,Market Currency,EBIT/Market Cap,ROIC,D/P,Total Debt/Common Equity,Combined_rank
601225.SS,SHAANXI COAL INDUSTRY,Thermal Coal,20.29,197197709312.0,CNY,0.22483697243851278,0.48096892224516513,0.07525874815179892,0.057420605672785285,253.0
601699.SS,SHANXI LU'AN ENV.ENERGY DEV.CO.,Thermal Coal,11.28,33922232320.0,CNY,0.3472566056758261,0.2397509052464143,0.14086879432624114,0.049146094859822125,271.0
002737.SZ,SUNFLOWER PHARMACE,Drug Manufacturers - Specialty & Generic,16.74,9776159744.0,CNY,0.13292357231760057,0.27197919813964,0.0896057347670251,0.005566681908241402,337.0
000923.SZ,HBIS RESOURCES CO,Farm & Heavy Construction Machinery,13.73,8961969152.0,CNY,0.17386101425848777,0.16934123536797785,0.043699927166788055,0.0003361229158301021,470.0
601958.SS,JINDUICHENG MOLYBDENUM CO. LTD.,Other Industrial Metals & Mining,9.94,32233431040.0,CNY,0.12019320807183922,0.2277266352183815,0.040241448692152924,0.003519005537700375,484.0
002304.SZ,JIANGSU YANGHE DIS,Beverages - Wineries & Distilleries,72.83,109714759680.0,CNY,0.1118977556717736,0.23637247408140605,0.09597693258272691,0.0014207304885317542,487.0
603855.SS,WAROM TECHNOLOGY INCORPORATED C,Electrical Equipment & Parts,19.66,6635820032.0,CNY,0.10495147206246597,0.3273525638856887,0.0508646998982706,0.008664020890989135,493.0
603589.SS,ANHUI KOUZI DISTILLERY CO LTD,Beverages - Wineries & Distilleries,35.13,21114079232.0,CNY,0.10966332481933538,0.23749646564537194,0.04269854824935952,0.0002841076769965148,510.0
002867.SZ,CHOW TAI SENG JEWE,Luxury Goods,13.52,14816973824.0,CNY,0.12052702310557861,0.2706010268190607,0.07026627218934911,0.049458251206169354,527.0
002677.SZ,ZHEJIANG MEIDA IND,"Furnishings, Fixtures & Appliances",7.18,4638652928.0,CNY,0.10452012187276111,0.23900362896812005,0.10445682451253482,0.001601294300287752,533.0
600938.SS,CNOOC LIMITED,Oil & Gas E&P,25.14,786356568064.0,CNY,0.24512035357516376,0.23254652390288041,0.052346857597454256,0.1229178594551788,542.0
603948.SS,ZHEJIANG JIANYE CHEMICAL CO LTD,Chemicals,17.75,2884179712.0,CNY,0.12565944818975275,0.17951642397618162,0.056338028169014086,0.0006736560964504211,542.0
603801.SS,ZBOM HOME COLLECTION CO LTD,"Furnishings, Fixtures & Appliances",11.49,5209198080.0,CNY,0.14889465581811764,0.21896789792837398,0.060922541340295906,0.08015112984079906,559.0
000650.SZ,RENHE PHARMACY CO,Drug Manufacturers - Specialty & Generic,5.36,7503678464.0,CNY,0.13714782442335743,0.17171814434671484,0.03731343283582089,0.0009666039673712637,566.0
600916.SS,CHINA NATIONAL GOLD GROUP GOLD ,Luxury Goods,8.67,15203972096.0,CNY,0.11014155695211798,0.22679913898691412,0.051903114186851215,0.02944301986162309,627.0
600987.SS,ZHEJIANG HANGMIN CO,Textile Manufacturing,7.17,7554025472.0,CNY,0.1360780150080489,0.16078706043617497,0.04184100418410042,0.007713765183621641,664.0
300861.SZ,YANGLING METRON NE,Specialty Industrial Machinery,17.11,8213005824.0,CNY,0.246633052375393,0.31459262573286373,0.008766803039158387,0.013056092657911259,672.0
603929.SS,L AND K ENGINEERING (SUZHOU) CO,Engineering & Construction,31.85,6795515904.0,CNY,0.08604105676595293,0.31973433407940965,0.03139717425431711,7.024776953454274e-05,688.0
605599.SS,BEIJING CAISHIKOU DEPARTMENT ST,Luxury Goods,12.36,10118884352.0,CNY,0.09252771851325133,0.24741224056913919,0.05663430420711974,0.018225528474506408,706.0
300532.SZ,NEW TREND INTERNAT,Software - Application,11.28,5113494528.0,CNY,0.09311150278207547,0.28179077587796625,0.048936170212765966,0.026808930463885453,708.0
603279.SS,JINGJIN EQUIPMENT INC,Pollution & Treatment Controls,17.08,9845885952.0,CNY,0.11502391076345464,0.23921754909854956,0.0386416861826698,0.06509081947761637,709.0
000983.SZ,SHANXI COKING CO.E,Thermal Coal,6.68,37923028992.0,CNY,0.32658912247206606,0.27244419139984016,0.11976047904191618,0.26598091189190665,733.0
600566.SS,HUBEI JUMPCAN PHARMACEUTICAL CO,Drug Manufacturers - Specialty & Generic,25.79,24093353984.0,CNY,0.12040510991730259,0.20156047761396773,0.05040713454827453,0.07832306535118798,737.0
603551.SS,AUPU INTELLIGENT TECH CORP LTD,"Furnishings, Fixtures & Appliances",10.08,3933901312.0,CNY,0.09127623269416676,0.22349329678931315,0.10912698412698414,0.013191358899488002,755.0
603587.SS,DAZZLE FASHION CO LTD,Apparel Manufacturing,12.29,5859417600.0,CNY,0.1153991655655333,0.18053643388315999,0.06509357200976404,0.050121977271952604,757.0
000858.SZ,WULIANGYE YIBIN CO,Beverages - Wineries & Distilleries,129.89,504182308864.0,CNY,0.07829768780627422,0.30469932826995255,0.055785664793286636,0.001005224033253727,784.0
002035.SZ,VATTI CORPORATION,"Furnishings, Fixtures & Appliances",6.73,5704711680.0,CNY,0.10919821383155338,0.16863070710006042,0.04457652303120356,0.014789688290442726,786.0
603871.SS,JIAYOU INTERNATIONAL LOGISTICS ,Integrated Freight & Logistics,14.14,13989960704.0,CNY,0.08587289146326972,0.2437062731709433,0.04646393210749646,0.011676858598123842,791.0
300641.SZ,JIANGSU ZHENGDAN C,Chemicals,26.67,14206628864.0,CNY,0.09666613567416975,0.46868904259006733,0.026246719160104983,0.04650607712287702,792.0
600211.SS,TIBET RHODIOLA PHARMACEUTICAL H,Drug Manufacturers - Specialty & Generic,36.45,11829117952.0,CNY,0.09431190254480272,0.266260432968797,0.05368998628257887,0.06978108900395909,800.0
002832.SZ,BIEM L FDLKK GARME,Apparel Manufacturing,17.74,10124342272.0,CNY,0.10634228032052846,0.21987391793678976,0.056369785794813984,0.09508874915647227,804.0
600132.SS,CHONG QING BREWERY CO.LTD,Beverages - Brewers,56.6,27542804480.0,CNY,0.11510241787876205,2.674813692506401,0.04240282685512367,0.14534600545654064,809.0
600582.SS,TIAN DI SCIENCE & TECHNOLOGY,Farm & Heavy Construction Machinery,6.35,26280046592.0,CNY,0.13974803091247123,0.1473096480863848,0.04992125984251969,0.036090870491286973,819.0
601156.SS,EASTERN AIR LOGISTICS CO LTD,Integrated Freight & Logistics,12.47,19796873216.0,CNY,0.21064907284144307,0.2381499360744381,0.05429029671210906,0.2310418659434582,825.0
601001.SS,JINNENG HOLDING SHANXI COAL IND,Thermal Coal,11.5,19515383808.0,CNY,0.27346665998658287,0.2524911319654573,0.06869565217391305,0.2789975526800583,830.0
002088.SZ,LUYANG ENERGY-SAVI,Building Products & Equipment,12.7,6516662272.0,CNY,0.08689801141193773,0.20143308071041607,0.06299212598425198,0.00979835087770648,850.0
601088.SS,CHINA SHENHUA ENERGY COMPANY LT,Thermal Coal,38.6,736028655616.0,CNY,0.11436239521075815,0.1842547090306128,0.05854922279792745,0.1015962854853748,863.0
000848.SZ,CHENG DE LOLO CO L,Beverages - Non-Alcoholic,9.85,10367618048.0,CNY,0.07680304839389857,0.25779628857220444,0.04060913705583757,0.0012945092726236102,873.0
002508.SZ,HANGZHOU ROBAM APP,"Furnishings, Fixtures & Appliances",21.66,20449855488.0,CNY,0.09242601341848665,0.17800988255688752,0.04616805170821791,0.010479655430094305,878.0
300833.SZ,GUANGZHOU HAOYANG,Electrical Equipment & Parts,33.51,4238679808.0,CNY,0.09411589065469694,0.1710744970345804,0.04774694121157864,0.01319731082721597,900.0
000951.SZ,SINOTRUK JINAN TRU,Farm & Heavy Construction Machinery,18.1,21265147904.0,CNY,0.10500867371582982,0.1457127903585603,0.038453038674033144,0.0,903.0
601518.SS,JILIN EXPRESSWAY CO LTD,Infrastructure Operations,2.84,5369161728.0,CNY,0.13427044428563725,0.13384346093225402,0.030281690140845068,0.005591807108026402,906.0
002274.SZ,JIANGSU HUACHANG C,Agricultural Inputs,7.43,7076071936.0,CNY,0.12720751252549176,0.15576498882519832,0.040376850605652756,0.06625040938376787,922.0
603868.SS,SHANGHAI FLYCO ELECTRICAL APPLI,Household & Personal Products,34.4,14984640512.0,CNY,0.07278326460929119,0.30495682867916657,0.06686046511627906,0.007345626304594009,922.0
600546.SS,SHANXI COAL INTERNATIONAL ENERG,Thermal Coal,10.08,20062425088.0,CNY,0.49893913526571976,0.48057086148529277,0.06448412698412699,0.3539236915577075,927.0
000921.SZ,HISENSE HOME APPL.,"Furnishings, Fixtures & Appliances",27.87,36110323712.0,CNY,0.12781454949644303,0.25340383469371836,0.0441334768568353,0.19549425163609177,931.0
600066.SS,YUTONG BUS CO LTD,Farm & Heavy Construction Machinery,27.88,61724643328.0,CNY,0.07611571719376399,0.3499921190330105,0.021520803443328552,0.004437615783275337,943.0
603198.SS,ANHUI YINGJIA DISTILLERY CO,Beverages - Wineries & Distilleries,49.96,39967997952.0,CNY,0.07333831671929726,0.35055454863625335,0.02602081665332266,0.003101282387702267,944.0
600779.SS,SICHUAN SWELLFUN CO LTD,Beverages - Brewers,46.87,22849265664.0,CNY,0.07405356299068849,0.38505530065927096,0.01952208235545125,0.001374154637251018,960.0
001269.SZ,INNER MONGOLIA OJI,Semiconductor Equipment & Materials,21.58,4152143104.0,CNY,0.19912410134744726,0.353682302842423,0.05560704355885079,0.3151057377009347,963.0
002327.SZ,SHENZHEN FUANNA BE,Textile Manufacturing,8.25,6919671296.0,CNY,0.09641678222572031,0.17288069486291538,0.0787878787878788,0.061953499271829846,972.0
300724.SZ,SHENZHEN S C NEW E,Specialty Industrial Machinery,58.23,20247445504.0,CNY,0.09875664018036125,0.22091286545153882,0.020607934054611025,0.04527152745886872,985.0
002154.SZ,BAOXINIAO HOLDING,Apparel Manufacturing,3.9,5691387392.0,CNY,0.14176041013902585,0.17112999721943292,0.030769230769230767,0.11196441711668405,986.0
600479.SS,ZHUZHOU QIANJIN PHARMACEUTICAL ,Drug Manufacturers - Specialty & Generic,10.03,4269650432.0,CNY,0.0987149752497583,0.17179650565626603,0.03489531405782652,0.04883762656566641,1001.0
603282.SS,ZHEJIANG YAGUANG TECHNOLOGY CO ,Specialty Industrial Machinery,15.09,2019343872.0,CNY,0.09489400817613695,0.15758323659032591,0.024519549370444003,0.0028681498985002308,1002.0
600867.SS,TONGHUA DONGBAO MEDICINES CO LT,Drug Manufacturers - Specialty & Generic,7.33,14473597952.0,CNY,0.08999721632173743,0.1769526354889759,0.034106412005457026,0.02080097975610658,1006.0
000807.SZ,YUNNAN ALUMINIUM,Aluminum,15.14,52504915968.0,CNY,0.1171463784185215,0.20044536175604977,0.02708058124174372,0.10390970755490751,1010.0
300390.SZ,CANMAX TECHS CO LT,Pollution & Treatment Controls,19.62,16299334656.0,CNY,0.16090066216442736,0.18252110415762085,0.0509683995922528,0.22269797753240905,1011.0
002738.SZ,SINOMINE RESOURCE,Other Industrial Metals & Mining,29.45,21247938560.0,CNY,0.12349127099932652,0.19230311435416728,0.03395585738539898,0.13564306348726873,1017.0
300450.SZ,WUXI LEAD INTELLIG,Specialty Industrial Machinery,19.15,29991962624.0,CNY,0.10043255416501548,0.25033594378759844,0.017911227154047,0.052729417277613065,1019.0
000897.SZ,TIANJIN JINBIN DEV,Real Estate - Development,2.36,3816756992.0,CNY,0.1815409532627641,0.25659971007349747,0.0,0.000351916256768083,1020.0
603816.SS,JASON FURNITURE (HANGZHOU) CO L,"Furnishings, Fixtures & Appliances",23.25,19249487872.0,CNY,0.11775214382285248,0.20402203892746668,0.05978494623655914,0.20537073018686422,1040.0
300979.SZ,HUALI INDUSTRIAL G,Footwear & Accessories,57.76,67405922304.0,CNY,0.0728701414345683,0.27719679487993204,0.03981994459833795,0.029895652373432016,1057.0
002056.SZ,HENGDIAN GROUP DME,Consumer Electronics,13.25,21553907712.0,CNY,0.1013065665083238,0.19933231575754717,0.03411320754716981,0.11358301848508762,1074.0
603187.SS,QINGDAO HIRON COMMERCIAL COLD C,Business Equipment & Supplies,10.68,4126923008.0,CNY,0.1161607471694321,0.12009363540860042,0.05149812734082398,0.00013827299847718244,1077.0
002518.SZ,SHENZHEN KSTAR SCI,Electrical Equipment & Parts,21.76,12669216768.0,CNY,0.08187671191798178,0.2393234264766391,0.02068014705882353,0.031023174182145716,1082.0
600720.SS,CCCC DESIGN & CONSULTING GROUP ,Building Materials,7.91,18310858752.0,CNY,0.13195791381144728,0.15052172842517653,0.02895069532237674,0.08606827274898037,1083.0
603365.SS,SHANGHAI SHUIXING HOME TEXTILE ,Textile Manufacturing,14.92,3966243328.0,CNY,0.101052038663524,0.1358220955749854,0.06032171581769437,0.02441525457613278,1088.0
300628.SZ,YEALINK NETWORK TE,Communication Equipment,33.04,41756614656.0,CNY,0.06327556871496397,0.2952917491919789,0.05750605326876513,0.0012128090550586861,1089.0
002367.SZ,CANNY ELEVATOR CO,Specialty Industrial Machinery,7.0,5591501824.0,CNY,0.0900661133058051,0.14234075000452273,0.04285714285714286,0.0005090176828869891,1094.0
601717.SS,ZHENGZHOU COAL MINING MACHINERY,Farm & Heavy Construction Machinery,15.16,26047154176.0,CNY,0.2055650918534341,0.20597897376357466,0.07387862796833773,0.33080875013941957,1096.0
600737.SS,COFCO SUGAR HOLDING CO LTD,Packaged Foods,9.45,20319010816.0,CNY,0.1601659525161208,0.21311921758903546,0.08783068783068783,0.32390008166842266,1112.0
000733.SZ,CHINA ZHENHUA SCIE,Electronic Components,52.64,29171458048.0,CNY,0.11020262337694177,0.2073479913098097,0.02116261398176292,0.09564620560062845,1115.0
601857.SS,PETROCHINA CO,Oil & Gas Integrated,8.01,1412875943936.0,CNY,0.18801226048196684,0.16008094501740994,0.05867665418227216,0.23476231233143566,1116.0
600985.SS,HUAIBEI MINING HOLDINGS CO LTD,Specialty Chemicals,12.28,33450229760.0,CNY,0.18677117288386585,0.13522327359093286,0.06107491856677525,0.16786438487610103,1116.0
003013.SZ,GUANGZHOU METRO DE,Engineering & Construction,15.83,6463816704.0,CNY,0.10684770503201446,0.22486992575765294,0.030322173089071383,0.14222478402729288,1120.0
600519.SS,KWEICHOW MOUTAI,Beverages - Wineries & Distilleries,1552.0,1949622337536.0,CNY,0.060666277623199434,0.5073929367109759,0.03318685567010309,0.001826883720111684,1131.0
601065.SS,JIANGXI SALT INDUSTRY GROUP CO ,Packaged Foods,8.52,5476451840.0,CNY,0.11094430610751067,0.13945079611020722,0.041079812206572766,0.06773961678152522,1140.0
002459.SZ,JA SOLAR TECHNOLOG,Solar,9.88,32699639808.0,CNY,0.3127684895907584,0.22266737933685296,0.05698380566801618,0.3642987620094255,1140.0
002563.SZ,ZHEJIANG SEMIR GAR,Apparel Manufacturing,6.7,18050402304.0,CNY,0.09471210432529538,0.14450902742169444,0.05223880597014925,0.04028278661761863,1141.0
000999.SZ,CHINA RESOURCES SA,Drug Manufacturers - Specialty & Generic,44.23,56804589568.0,CNY,0.08161737359901207,0.22144174368446004,0.02984399728690934,0.06577881455414605,1146.0
000661.SZ,CHANGCHUN HIGH-TEC,Drug Manufacturers - Specialty & Generic,85.74,34976600064.0,CNY,0.10552796270209827,0.1508314972786667,0.03032423606251458,0.06791066247398411,1160.0
603886.SS,GANSO CO LTD,Grocery Stores,14.64,3586302208.0,CNY,0.09699089223269386,0.21003529398878734,0.06830601092896174,0.20394317372013543,1170.0
300441.SZ,NINGBO BAOSI ENERG,Specialty Industrial Machinery,9.06,5838409216.0,CNY,0.08183604814829065,0.1816171383963868,0.03311258278145695,0.052256011649279635,1172.0
600398.SS,HLA GROUP CORP LTD,Apparel Manufacturing,8.02,39670849536.0,CNY,0.09905802796418336,0.2448479847783176,0.09850374064837907,0.24706385619934487,1173.0
603167.SS,BOHAI FERRY CO LTD,Marine Shipping,8.9,4175390208.0,CNY,0.114249818468703,0.12566429344732125,0.07528089887640449,0.052816219836232636,1181.0
605377.SS,HANGZHOU HUAWANG NEW MATERIAL T,Paper & Paper Products,11.92,5581099008.0,CNY,0.10681146935854532,0.1361100217542721,0.1011744966442953,0.09332944544423143,1186.0
603408.SS,RUNNER (XIAMEN) CORP,Pollution & Treatment Controls,11.62,5200798208.0,CNY,0.09364788643805036,0.1481698322469856,0.057659208261617904,0.07554729668756548,1187.0
002318.SZ,ZHEJIANG JIULI HI-,Steel,23.15,22621507584.0,CNY,0.07976711896011185,0.2094688470084361,0.04190064794816415,0.09454087615954586,1189.0
603357.SS,ANHUI TRANSPORT CONSULTING AND ,Engineering & Construction,9.5,5338733568.0,CNY,0.12884777215576532,0.16103003553346396,0.02947368421052632,0.1356548341975274,1202.0
301276.SZ,BEIJING JIAMAN DRE,Apparel Manufacturing,20.27,2189159936.0,CNY,0.11002794019248854,0.11988800902119434,0.03749383325111002,0.010523414234630622,1206.0
603878.SS,JIANGSU WUJIN STAINLESS STEEL P,Steel,5.31,2984952576.0,CNY,0.14268096507272612,0.13292821669921367,0.09981167608286254,0.16435412181553571,1206.0
002968.SZ,NEW DAZHENG PROPER,Real Estate Services,9.77,2210736128.0,CNY,0.0872047982336136,0.15765938486985223,0.039406345957011264,0.051305171959293405,1211.0
603391.SS,ZHEJIANG LIJU THERMAL EQUIPMENT,Specialty Industrial Machinery,40.63,3697330176.0,CNY,0.08319678064910803,0.14228106372752997,0.06153088850603002,0.015348033679244387,1219.0
600420.SS,SHANGHAI SHYNDEC PHARMACEUTICAL,Drug Manufacturers - Specialty & Generic,10.24,13787238400.0,CNY,0.13030822298829617,0.13555106961956573,0.029296875,0.08617811813241373,1220.0
300457.SZ,SHENZHEN YINGHE TE,Specialty Industrial Machinery,17.56,11399829504.0,CNY,0.1432629771609258,0.24156085210207165,0.006662870159453303,0.03660289290840915,1237.0
002372.SZ,ZHEJIANG WEIXING N,Building Products & Equipment,12.21,19438807040.0,CNY,0.060463836832242136,0.23032205518507592,0.04914004914004914,0.004487485794655118,1244.0
603848.SS,GUANGDONG HOTATA TECHNOLOGY GRO,"Furnishings, Fixtures & Appliances",13.96,5683102208.0,CNY,0.0720663219347823,0.1783579652709465,0.02148997134670487,0.0025821164319268135,1246.0
603373.SS,ANBANG SAVE-GUARD GROUP CO LTD,Security & Protection Services,29.6,3182799360.0,CNY,0.11546728087189255,0.20694179228792825,0.01689189189189189,0.10403207195361379,1252.0
000707.SZ,HUBEI SHUANG SCI,Chemicals,6.71,3114419456.0,CNY,0.20522525098815725,0.2722152376448673,0.020864381520119227,0.22847411504305978,1256.0
000719.SZ,CENTRAL CHINA LAND,Publishing,12.38,12667215872.0,CNY,0.10486076664297639,0.11559158091836717,0.04846526655896607,0.007216107289140732,1259.0
600968.SS,CNOOC ENERGY TECHNOLOGY & SERVI,Oil & Gas Equipment & Services,4.07,41371955200.0,CNY,0.11309882168537194,0.16034725308959888,0.033169533169533166,0.13613757682539868,1263.0
600219.SS,SHANDONG NANSHAN ALUMINUM CO LT,Aluminum,3.46,40183402496.0,CNY,0.16210902253059425,0.11625909610688387,0.049132947976878616,0.11383249896732572,1271.0
600970.SS,SINOMA INTERNATIONAL ENGINEERIN,Engineering & Construction,9.44,24940668928.0,CNY,0.1703995814823076,0.16922938515005348,0.047669491525423734,0.291863428508573,1272.0
002818.SZ,CHENGDU FUSEN NOBL,"Furnishings, Fixtures & Appliances",13.66,10223949824.0,CNY,0.07794142662549124,0.13677461570716232,0.07906295754026355,0.002408747775972966,1299.0
603639.SS,HAILIR PESTICIDESAND CHEMICALS ,Agricultural Inputs,11.87,4068644352.0,CNY,0.17237507822605586,0.16330565696872865,0.04212299915754002,0.27259296831339036,1302.0
002032.SZ,ZHEJIANG SUPOR CO,"Furnishings, Fixtures & Appliances",56.32,45132595200.0,CNY,0.05802620611433398,0.4076438927265383,0.04989346590909091,0.035865744252051995,1311.0
603338.SS,ZHEJIANG DINGLI MACHINERY CO LT,Farm & Heavy Construction Machinery,42.04,21286871040.0,CNY,0.09373785668783759,0.18961376736730093,0.02378686964795433,0.10926177105782699,1311.0
603307.SS,YANGZHOU JINQUAN TRAVELLING GOO,Textile Manufacturing,35.21,2389949184.0,CNY,0.08497184966088381,0.14492515793127972,0.03976143141153081,0.05139613184246101,1314.0
603375.SS,WUXI HOLYVIEW MICROELECTRONICS ,Electronic Components,33.44,3366304256.0,CNY,0.0694742441545961,0.322487906394347,0.01196172248803828,0.009172572906672682,1320.0
600033.SS,FUJIAN EXPRESSWAY DEVELOPMENT,Infrastructure Operations,3.62,10044485632.0,CNY,0.1587284373159627,0.13230073943540593,0.027624309392265196,0.12501281997060282,1325.0
603515.SS,OPPLE LIGHTING CO LTD,"Furnishings, Fixtures & Appliances",15.59,11616872448.0,CNY,0.08102162391754965,0.13836394435250937,0.05452212957023733,0.025439033804810024,1326.0
601083.SS,SHANGHAI JINJIANG SHIPPING (GP),Marine Shipping,10.57,13988020224.0,CNY,0.0914567685150353,0.14844402683374186,0.03765373699148534,0.08678102475933619,1330.0
000568.SZ,LUZHOU LAO JIAO CO,Beverages - Wineries & Distilleries,128.26,188792291328.0,CNY,0.09151507784988451,0.3266629169506156,0.052689848744737255,0.28025841968666715,1336.0
002293.SZ,LUOLAI LIFESTYLE T,Textile Manufacturing,8.39,6998032384.0,CNY,0.11114163350519306,0.17302660811425255,0.07151370679380213,0.2655061538759927,1340.0
601882.SS,NINGBO HAITIAN PRECISION MACHIN,Specialty Industrial Machinery,19.5,10179000320.0,CNY,0.05995746174512351,0.22582190003698158,0.01846153846153846,0.00025669968233580536,1347.0
002833.SZ,GUANGZHOU KDT MACH,Specialty Industrial Machinery,16.9,7169503744.0,CNY,0.09652045396993104,0.2093748559006367,0.053254437869822494,0.24909266251874673,1348.0
603215.SS,ZHEJIANG BIYI ELECTRIC APPLIANC,"Furnishings, Fixtures & Appliances",14.86,2801228800.0,CNY,0.06886035032554287,0.17290510098855363,0.025235531628532974,0.0063512912527415415,1350.0
600873.SS,MEIHUA HOLDINGS GROUP CO LTD,Specialty Chemicals,10.89,31951261696.0,CNY,0.1042858698793463,0.18870139754575724,0.05482093663911845,0.2667082812490529,1359.0
603170.SS,SHANGHAI BOLEX FOOD TECH CO LTD,Packaged Foods,13.51,5637344768.0,CNY,0.06047526574837302,0.2520824083205185,0.038860103626943004,0.047075958301260046,1369.0
301039.SZ,CIMC VEHICLES GROU,Farm & Heavy Construction Machinery,8.58,12472573952.0,CNY,0.123168993117388,0.10598898466148021,0.06526806526806528,0.03967333216968494,1372.0
002749.SZ,SICHUAN GUOGUANG A,Agricultural Inputs,15.71,7364078592.0,CNY,0.059562678346005336,0.20859363810686418,0.03819223424570337,0.011315435147204277,1373.0
605098.SS,SHANGHAI ACTION EDUCATION TECHN,Education & Training Services,39.74,4774403584.0,CNY,0.05722590738152395,0.2841910969204732,0.05661801711122295,0.04064701275857366,1374.0
301004.SZ,ZHEJIANG CAYI VACU,Packaging & Containers,96.77,10051402752.0,CNY,0.0834843181548,0.3619438129699602,0.03100134339154697,0.19314328749411716,1387.0
603909.SS,C&D HOLSIN ENGINEERING CONSULTI,Engineering & Construction,9.19,2395584768.0,CNY,0.07880174135002682,0.17568966602370664,0.013057671381936888,0.013274699930379214,1391.0
002991.SZ,GANYUAN FOODS CO,Packaged Foods,78.33,7301593600.0,CNY,0.05850326605276961,0.24342446928933106,0.03671645601940508,0.030338721447816817,1409.0
603298.SS,HANGCHA GROUP CO LTD,Farm & Heavy Construction Machinery,19.4,25410314240.0,CNY,0.08314431985828132,0.20025140304768788,0.025773195876288662,0.1141460145866913,1410.0
601126.SS,BEIJING SIFANG AUTOMATION CO LT,Electrical Equipment & Parts,16.63,13902113792.0,CNY,0.05894492530995968,0.1791067470517915,0.04329524954900782,0.0008061294296962836,1414.0
603345.SS,ANJOY FOODS GROUP CO LTD,Packaged Foods,78.11,23574611968.0,CNY,0.07720817894990863,0.14049970177280122,0.04039175521700166,0.026265445793884668,1416.0
002641.SZ,ERA CO LTD,Building Products & Equipment,4.3,5285087232.0,CNY,0.11399792311885913,0.11083430386264598,0.023255813953488375,0.018281539272585186,1429.0
000786.SZ,BEIJING NEW BLDG,Building Products & Equipment,29.98,50651508736.0,CNY,0.07997398191854721,0.15576518769873912,0.02885256837891928,0.06215265515678944,1432.0
002605.SZ,SHANGHAI YAOJI TEC,Leisure,25.81,10705368064.0,CNY,0.07421972708270633,0.21944885523626104,0.03487020534676482,0.13087337110298689,1438.0
002555.SZ,37 INTERACTIVE ENT,Electronic Gaming & Multimedia,16.08,35572817920.0,CNY,0.08108394888779175,0.18519904466106268,0.06218905472636817,0.20590134822818587,1445.0
002128.SZ,INNER MONGOLIA DIA,Thermal Coal,18.68,41872527360.0,CNY,0.14378002665636083,0.15583710380135568,0.03907922912205567,0.27107922991414557,1454.0
601566.SS,JOEONE CO LTD,Apparel Manufacturing,8.34,4792472576.0,CNY,0.11321356747394352,0.12691032761440366,0.03597122302158273,0.12189922183468452,1462.0
601886.SS,JANGHO GROUP CO LTD,Engineering & Construction,6.07,6877309952.0,CNY,0.1983424214235558,0.14731158452809415,0.09060955518945635,0.37139082244898924,1481.0
601811.SS,XINHUA WINSHARE PUBLISHING & ME,Publishing,15.42,16823991296.0,CNY,0.09086371596456161,0.11654048064448103,0.038910505836575876,0.021209610093284925,1483.0
300009.SZ,ANHUI ANKE BIOTECH,Biotechnology,8.11,13564380160.0,CNY,0.058574666157837914,0.19241181011009198,0.03082614056720099,0.013083647804852666,1485.0
001323.SZ,DE RUCCI HEALTHY S,"Furnishings, Fixtures & Appliances",32.08,12832320512.0,CNY,0.06959163801316376,0.17574994536335944,0.05455112219451372,0.11033627942760764,1487.0
002763.SZ,SHENZHEN HUIJIE GR,Textile Manufacturing,6.65,2725994752.0,CNY,0.0956219708268903,0.13513099769432202,0.022556390977443608,0.06196075956619956,1488.0
300316.SZ,ZHEJIANG JINGSHENG,Semiconductor Equipment & Materials,28.21,36941840384.0,CNY,0.1165611988655817,0.23405795934664955,0.014179369018078695,0.13577607142914117,1498.0
601298.SS,QINGDAO PORT INTERNATIONAL CO L,Marine Shipping,8.67,53148487680.0,CNY,0.09972383750430733,0.12242565678703142,0.03621683967704729,0.08527022887087791,1498.0
002543.SZ,GUANGDONG VANWARD,"Furnishings, Fixtures & Appliances",10.15,7547539968.0,CNY,0.09604783874925209,0.13909881685406741,0.059113300492610835,0.1832309134135739,1505.0
600511.SS,CHINA NATIONAL MEDICINES CORP,Medical Distribution,29.46,22325729280.0,CNY,0.09574160844299195,0.12135825524976869,0.027155465037338764,0.04938974566769365,1512.0
603129.SS,ZHEJIANG CF MOTO POWER CO LTD,Recreational Vehicles,166.59,25417967616.0,CNY,0.05830017535222591,0.23924134912500056,0.023110630890209496,0.030322722605884415,1515.0
300470.SZ,SINOSEAL HOLDING,Specialty Industrial Machinery,36.08,7510810112.0,CNY,0.05911177387385399,0.1660732933436251,0.02771618625277162,0.00150862784335122,1533.0
301278.SZ,QC SOLAR (SUZHOU),Electronic Components,32.08,2674221056.0,CNY,0.07461402114919252,0.1681251740893145,0.009351620947630923,0.004484200497570078,1536.0
300760.SZ,SHENZHEN MINDRAY B,Medical Devices,218.19,264542306304.0,CNY,0.048826295651769235,0.39029489027067304,0.03304459416105229,0.008914241053198154,1537.0
603757.SS,ZHEJIANG DAYUAN PUMPS INDUSTRY ,Specialty Industrial Machinery,20.83,3431680256.0,CNY,0.09319133520113129,0.15363040160723454,0.07201152184349496,0.2363550434750701,1543.0
603227.SS,XINJIANG XUEFENG S,Specialty Chemicals,9.65,10341808128.0,CNY,0.09235553575143644,0.18151166440611938,0.02072538860103627,0.13714477209923384,1545.0
600809.SS,SHANXI XINGHUACUN FENWINE FACTO,Beverages - Wineries & Distilleries,214.76,265892200448.0,CNY,0.0515990685543375,0.49286328503406474,0.031802942819891974,0.031565860756510855,1548.0
