Ticker,Company Name,Industry,Market Price,Market Currency,Report Currency,Market Cap,Financial Year End Date,Past Financial Year Dividends,Latest Invested Capital,Latest Total Debt,Latest Total Asset,Latest Common Equity,Past Annual Sales,Past Annual Cogs,Past Annual Opex,Past Annual Net Income,Past Annual Operating Cash Flow,Past Annual Financing Cash Flow,Past Annual Investing Cash Flow,Past Annual R&D
0001.HK,CKH HOLDINGS,Conglomerates,42.15,HKD,HKD,161436188672.0,12-31,2.202,794927000000.0,324731000000.0,1112542000000.0,534715000000.0,281351000000.0,136579000000.0,98785000000.0,17088000000.0,54228000000.0,-40346000000.0,-19902000000.0,
0002.HK,CLP HOLDINGS,Utilities - Regulated Electric,64.75,HKD,HKD,163587637248.0,12-31,3.15,169209000000.0,65302000000.0,233713000000.0,104055000000.0,90964000000.0,61635000000.0,14426000000.0,11878000000.0,23140000000.0,-7040000000.0,-16216000000.0,
0003.HK,HK & CHINA GAS,Utilities - Regulated Gas,6.9,HKD,HKD,128753303552.0,12-31,0.35,116340800000.0,56906900000.0,161977600000.0,59852800000.0,56971100000.0,34996000000.0,13837800000.0,6178500000.0,10931700000.0,-12448300000.0,-2495000000.0,
0004.HK,WHARF HOLDINGS,Real Estate - Development,18.54,HKD,HKD,56658796544.0,12-31,0.4,153686000000.0,16854000000.0,190039000000.0,136832000000.0,12115000000.0,4343000000.0,3732000000.0,-3224000000.0,3830000000.0,-3720000000.0,-2587000000.0,
0005.HK,HSBC HOLDINGS,Banks - Diversified,80.8,HKD,USD,1431493279744.0,12-31,0.66,424861000000.0,242347000000.0,3017048000000.0,184973000000.0,67606000000.0,,,23979000000.0,65305000000.0,-26459000000.0,-76564000000.0,
0006.HK,POWER ASSETS,Utilities - Independent Power Producers,49.15,HKD,HKD,104744058880.0,12-31,2.82,91849000000.0,3101000000.0,95702000000.0,88752000000.0,1292000000.0,,,6003000000.0,1138000000.0,-6190000000.0,4612000000.0,
0007.HK,"0007.HK,0P00009RP5,0",N/A,,HKD,HKD,107364488.0,N/A,0.0,4571756000.0,430331000.0,5597291000.0,4143602000.0,511537000.0,480464000.0,59756000.0,250227000.0,-22106000.0,20568000.0,-488000.0,
0008.HK,PCCW,Telecom Services,4.87,HKD,HKD,37698961408.0,12-31,0.383,59407000000.0,53941000000.0,98758000000.0,7488000000.0,37557000000.0,19127000000.0,12710000000.0,-66000000.0,10625000000.0,-3262000000.0,-7695000000.0,
0009.HK,"0009.HK,0P00009TFB,0",N/A,,HKD,HKD,46394272.0,N/A,0.0,950078000.0,1844972000.0,3338245000.0,-889054000.0,17186000.0,2396000.0,70371000.0,-505952000.0,-123652000.0,123583000.0,-89403000.0,
0010.HK,HANG LUNG GROUP,Real Estate Services,10.48,HKD,HKD,14269776896.0,12-31,0.86,153570000000.0,58057000000.0,234968000000.0,95776000000.0,11760000000.0,4934000000.0,665000000.0,1613000000.0,5215000000.0,2385000000.0,-3072000000.0,
0011.HK,HANG SENG BANK,Banks - Regional,99.75,HKD,HKD,187756429312.0,12-31,6.8,206591000000.0,37971000000.0,1795196000000.0,169522000000.0,41572000000.0,,,18379000000.0,158651000000.0,-18860000000.0,-83812000000.0,
0012.HK,HENDERSON LAND,Real Estate - Diversified,20.9,HKD,HKD,101185052672.0,12-31,1.8,418377000000.0,93087000000.0,542550000000.0,326542000000.0,27570000000.0,17540000000.0,3823000000.0,9261000000.0,14460000000.0,-5417000000.0,16000000.0,
0013.HK,HUTCHMED,Drug Manufacturers - Specialty & Generic,22.1,HKD,USD,18892935168.0,12-31,0.0,842735000.0,89820000.0,1274196000.0,759929000.0,630201000.0,348884000.0,321927000.0,37729000.0,497000.0,-30667000.0,-96060000.0,
0014.HK,HYSAN DEV,Real Estate Services,12.3,HKD,HKD,12632222720.0,12-31,1.08,101944000000.0,26514000000.0,114089000000.0,75430000000.0,3409000000.0,646000000.0,308000000.0,35000000.0,2356000000.0,-2088000000.0,-1286000000.0,
0016.HK,SHK PPT,Real Estate - Development,70.9,HKD,HKD,205468188672.0,06-30,3.75,733804000000.0,129654000000.0,818094000000.0,606717000000.0,71506000000.0,39292000000.0,7228000000.0,19046000000.0,24516000000.0,-13109000000.0,-9613000000.0,
0017.HK,NEW WORLD DEV,Real Estate - Diversified,4.58,HKD,HKD,11526028288.0,06-30,0.0,372662300000.0,160952400000.0,445157600000.0,216112400000.0,35782200000.0,22933000000.0,6220600000.0,-17507400000.0,337500000.0,-31807900000.0,6487800000.0,
0018.HK,ORIENTAL E H,Publishing,0.36,HKD,HKD,863251264.0,03-31,0.04,1788989000.0,14131000.0,1956771000.0,1781397000.0,628996000.0,89210000.0,462679000.0,75096000.0,-113193000.0,-1300000.0,17680000.0,
0019.HK,SWIRE PACIFIC A,Conglomerates,64.15,HKD,HKD,78672920576.0,12-31,3.35,349891000000.0,96612000000.0,476561000000.0,258300000000.0,81969000000.0,51506000000.0,20893000000.0,4321000000.0,10458000000.0,12621000000.0,-14598000000.0,
0020.HK,SENSETIME-W,Software - Application,1.4,HKD,CNY,51810361344.0,12-31,0.0,27632535000.0,4764815000.0,32888024000.0,23159420000.0,3405842000.0,1905055000.0,5516549000.0,-6440159000.0,-3234260000.0,1083583000.0,3458373000.0,
0021.HK,GREAT CHI HLDGS,Real Estate Services,0.13,HKD,HKD,516779872.0,12-31,0.0,864257000.0,22405000.0,2219087000.0,841957000.0,23843000.0,14458000.0,36804000.0,-4041000.0,102000.0,34497000.0,-20125000.0,
0022.HK,MEXAN,Building Materials,0.094,HKD,HKD,184840656.0,03-31,0.0,500193000.0,121456000.0,555227000.0,382158000.0,176944000.0,107949000.0,72334000.0,-20158000.0,16937000.0,-24014000.0,-493000.0,
0023.HK,BANK OF E ASIA,Banks - Regional,10.38,HKD,HKD,27366559744.0,12-31,0.69,128940000000.0,24241000000.0,877759000000.0,105464000000.0,20489000000.0,,,4608000000.0,-758000000.0,-2042000000.0,-318000000.0,
0025.HK,CHEVALIER INT'L,Conglomerates,3.9,HKD,HKD,1174945280.0,03-31,0.22,14255494000.0,4553167000.0,20364555000.0,9784589000.0,8196207000.0,7341510000.0,839169000.0,-370390000.0,-245799000.0,374515000.0,239062000.0,
0026.HK,CHINA MOTOR BUS,Real Estate - Diversified,54.0,HKD,HKD,2441820672.0,06-30,0.5,7198532000.0,,7297658000.0,7198532000.0,69550000.0,7306000.0,31571000.0,-262219000.0,29130000.0,-144613000.0,565381000.0,
0027.HK,GALAXY ENT,Resorts & Casinos,27.35,HKD,HKD,119653244928.0,12-31,1.0,80205604000.0,4848600000.0,94577891000.0,75945644000.0,43432373000.0,17889759000.0,17667913000.0,8759247000.0,11550263000.0,-1976113000.0,-4746999000.0,
0028.HK,TIAN AN,Real Estate - Development,4.12,HKD,HKD,6040208384.0,12-31,0.1,34396931000.0,7211508000.0,53465274000.0,27224005000.0,2782050000.0,1882243000.0,574990000.0,1217370000.0,1955123000.0,761903000.0,353309000.0,
0029.HK,DYNAMIC HOLD,Real Estate Services,12.24,HKD,HKD,2909496832.0,06-30,0.01,7354705000.0,5647000.0,15082155000.0,7354705000.0,71573000.0,26608000.0,47566000.0,5353955000.0,-41194000.0,-4662000.0,48486000.0,
0030.HK,YNBY INTL,Capital Markets,0.142,HKD,HKD,965587264.0,12-31,0.0,135999280.0,27810147.0,320039106.0,111041208.0,452908674.0,429997831.0,182711416.0,-168870808.0,-140980131.0,98838701.0,-288585.0,
0031.HK,CHINA AEROSPACE,Electronic Components,0.385,HKD,HKD,1187732608.0,12-31,0.0,8800035000.0,1513260000.0,14583284000.0,7411477000.0,3450954000.0,2750237000.0,601190000.0,4047000.0,244206000.0,-166774000.0,-207356000.0,
0032.HK,CROSS-HAR(HOLD),Education & Training Services,8.41,HKD,HKD,3134306048.0,12-31,0.42,7494805000.0,297925000.0,8597367000.0,7494805000.0,976551000.0,350913000.0,300666000.0,434510000.0,64348000.0,-389120000.0,348146000.0,
0033.HK,INTL GENIUS,Asset Management,2.09,HKD,HKD,1166732032.0,06-30,0.0,693411000.0,24535000.0,798093000.0,693411000.0,226711000.0,213645000.0,52766000.0,-39991000.0,-19636000.0,-15301000.0,-6547000.0,
0034.HK,KOWLOON DEV,Real Estate - Development,2.98,HKD,HKD,3892505856.0,12-31,0.22,41398888000.0,23729450000.0,47732654000.0,17669438000.0,2942765000.0,1196950000.0,1065887000.0,337195000.0,1452871000.0,-1238868000.0,36644000.0,
0035.HK,FE CONSORT INTL,Real Estate - Development,0.75,HKD,HKD,2294279936.0,03-31,0.11,42345004000.0,28128178000.0,47261297000.0,14583163000.0,10203679000.0,7418922000.0,1744601000.0,433588000.0,3580480000.0,-4037300000.0,-1113447000.0,
0036.HK,FE HLDGS INTL,Real Estate Services,0.5,HKD,HKD,163368000.0,12-31,0.0,984012000.0,634871000.0,1355882000.0,349141000.0,9256000.0,2957000.0,4606000.0,-72851000.0,5179000.0,-4347000.0,76000.0,
0037.HK,FE HOTELS,Real Estate Services,0.405,HKD,HKD,304774656.0,03-31,0.0,345946567.0,13253484.0,364304452.0,337512810.0,29638821.0,24375932.0,27057018.0,-33017227.0,-17305014.0,-9635859.0,19735436.0,
0038.HK,FIRST TRACTOR,Farm & Heavy Construction Machinery,5.65,HKD,CNY,12312762368.0,12-31,0.0,9063542302.64,2394033787.43,13817261971.79,6691690666.55,11528160755.86,9696630033.53,1039244708.05,997022699.99,1056261600.78,-346343393.83,-2009731546.47,
0039.HK,CH BEIDAHUANG,Grocery Stores,0.112,HKD,HKD,863373312.0,12-31,0.0,1061664000.0,553357000.0,1862232000.0,620011000.0,844999000.0,736708000.0,132099000.0,-153317000.0,57810000.0,-47622000.0,-6811000.0,
0040.HK,GOLD PEAK,Electronic Components,0.52,HKD,HKD,470813184.0,03-31,0.025,4701208000.0,3813976000.0,7602685000.0,1204730000.0,6476406000.0,4632742000.0,1614683000.0,-367329000.0,476474000.0,-293439000.0,-172486000.0,
0041.HK,GREAT EAGLE H,Real Estate - Diversified,12.56,HKD,HKD,9391400960.0,12-31,0.87,85917418000.0,32377216000.0,109589081000.0,54088859000.0,10878541000.0,6672870000.0,1423929000.0,-1734209000.0,5641096000.0,-4974066000.0,595348000.0,
0042.HK,NE ELECTRIC,Lodging,0.255,HKD,CNY,222709344.0,12-31,0.0,-200218000.0,7910000.0,181530000.0,-201218000.0,110430000.0,59196000.0,67342000.0,-5956000.0,-3769000.0,927000.0,-474000.0,
0045.HK,HK&S HOTELS,Lodging,5.45,HKD,HKD,9084822528.0,12-31,0.0,48790000000.0,16001000000.0,54176000000.0,35401000000.0,10290000000.0,6344000000.0,3186000000.0,-943000000.0,4391000000.0,-3103000000.0,-1277000000.0,
0046.HK,COMPUTER & TECH,Information Technology Services,1.44,HKD,HKD,350372160.0,12-31,0.11,501094000.0,19295000.0,672607000.0,501094000.0,261076000.0,117890000.0,98589000.0,29065000.0,44033000.0,-38987000.0,-13162000.0,
0048.HK,C AUTO INT DECO,Textile Manufacturing,0.139,HKD,CNY,24340986.0,12-31,0.0,177192000.0,29572000.0,265434000.0,152192000.0,113673000.0,82878000.0,-2958000.0,30031000.0,64501000.0,-4127000.0,-59273000.0,
0050.HK,HK FERRY (HOLD),Real Estate - Diversified,4.1,HKD,HKD,1460723328.0,12-31,0.25,6970577000.0,9762000.0,7289271000.0,6970577000.0,374605000.0,234115000.0,17011000.0,190393000.0,24625000.0,-447555000.0,373072000.0,
0051.HK,HARBOUR CENTRE,Real Estate - Development,3.95,HKD,HKD,2799562496.0,12-31,0.05,14582000000.0,365000000.0,15801000000.0,14217000000.0,1354000000.0,564000000.0,386000000.0,-70000000.0,224000000.0,-154000000.0,-12000000.0,
0052.HK,FAIRWOOD HOLD,Restaurants,5.14,HKD,HKD,665902400.0,03-31,0.35,660405000.0,1042181000.0,2247811000.0,660405000.0,3136947000.0,2866353000.0,174345000.0,50657000.0,650108000.0,-537270000.0,-160838000.0,
0053.HK,GUOCO GROUP,Conglomerates,60.8,HKD,USD,20006301696.0,06-30,0.423,12587060000.0,5818135000.0,17350790000.0,7857223000.0,2884686000.0,1816279000.0,584754000.0,458581000.0,1016995000.0,-451267000.0,-264702000.0,
0055.HK,NEWAY GROUP,Specialty Business Services,0.155,HKD,HKD,39270648.0,12-31,0.0,820187912.0,146921588.0,1068154181.0,726639362.0,548688967.0,460341448.0,158487069.0,-81961487.0,30177464.0,-37666540.0,-17004071.0,
0057.HK,CHEN HSONG HOLD,Specialty Industrial Machinery,1.32,HKD,HKD,832302208.0,03-31,0.088,3057530000.0,17339000.0,4143750000.0,3057530000.0,2009545000.0,1532561000.0,458948000.0,100853000.0,323042000.0,-68115000.0,-64551000.0,
0058.HK,SUNWAY INT'L,Building Materials,0.17,HKD,HKD,36638400.0,12-31,0.0,110472000.0,20331000.0,330938000.0,91961000.0,246531000.0,208975000.0,72012000.0,-45146000.0,27690000.0,-5013000.0,-973000.0,
0059.HK,SKYFAME REALTY,Real Estate - Development,0.01,HKD,CNY,84463296.0,12-31,0.0,9731512000.0,12850205000.0,20790405000.0,-2888977000.0,1632355000.0,1716150000.0,662712000.0,-3489387000.0,97241000.0,-116043000.0,-25488000.0,
0060.HK,HK FOOD INV,Food Distribution,0.46,HKD,HKD,118041520.0,03-31,0.0,567546000.0,43772000.0,611440000.0,537837000.0,211845000.0,166529000.0,69475000.0,-19352000.0,-13294000.0,-5958000.0,12440000.0,
0061.HK,GREEN LEADER,Coking Coal,0.065,HKD,HKD,34206900.0,12-31,0.0,-3676192000.0,726270000.0,5222570000.0,-4384113000.0,1463280000.0,1441312000.0,445010000.0,-1803269000.0,99730000.0,-48398000.0,-90062000.0,
0062.HK,TRANSPORT INT'L,Railroads,8.48,HKD,HKD,4315480064.0,12-31,0.5,20920265000.0,4218235000.0,23909474000.0,16709332000.0,8215353000.0,5854399000.0,2204068000.0,187282000.0,1515318000.0,-544102000.0,-824661000.0,
0063.HK,CHI ASIA VALLEY,Real Estate Services,0.058,HKD,HKD,368456576.0,12-31,0.0,293152000.0,160873000.0,598619000.0,133152000.0,38267000.0,7095000.0,22879000.0,2509000.0,49198000.0,-160000.0,-396000.0,
0064.HK,GET NICE,Capital Markets,0.123,HKD,HKD,1520759680.0,03-31,0.005,5768756000.0,0.0,7231740000.0,5768756000.0,322816000.0,31182000.0,217646000.0,35815000.0,408853000.0,-228038000.0,-8449000.0,
0065.HK,GRAND OCEAN AR,Thermal Coal,0.475,HKD,HKD,97193072.0,12-31,0.0,138598000.0,86000.0,307225000.0,138598000.0,187960000.0,122749000.0,99425000.0,-23734000.0,6325000.0,-945000.0,-26527000.0,
0066.HK,MTR CORPORATION,Railroads,25.85,HKD,HKD,160661372928.0,12-31,1.31,262243000000.0,77684000000.0,367499000000.0,185625000000.0,60011000000.0,46299000000.0,1952000000.0,15772000000.0,18491000000.0,8503000000.0,-20267000000.0,
0069.HK,SHANGRI-LA ASIA,Lodging,4.2,HKD,USD,14938727424.0,12-31,0.019,11574241000.0,6939551000.0,13498459000.0,5183526000.0,2185356000.0,968538000.0,1029255000.0,161387000.0,238830000.0,33542000.0,-157521000.0,
0070.HK,RICH GOLDMAN,Resorts & Casinos,0.042,HKD,HKD,81430440.0,06-30,0.0,1211462000.0,151148000.0,1506920000.0,1061762000.0,126751000.0,22594000.0,77213000.0,-50485000.0,-74257000.0,88130000.0,751000.0,
0071.HK,MIRAMAR HOTEL,Real Estate Services,8.76,HKD,HKD,6052809728.0,12-31,0.53,20485298000.0,75520000.0,21971103000.0,20485298000.0,2552594000.0,1586113000.0,-4452000.0,977136000.0,651709000.0,-49522000.0,-1647746000.0,
0072.HK,META MEDIA,Advertising Agencies,0.209,HKD,CNY,91615776.0,12-31,0.0,383413000.0,225990000.0,677468000.0,220148000.0,381415000.0,238022000.0,157948000.0,-34842000.0,25279000.0,-53252000.0,19566000.0,
0073.HK,ASIAN CITRUS,Food Distribution,1.73,HKD,CNY,25777866.0,06-30,0.0,148957000.0,16952000.0,160068000.0,136981000.0,168635000.0,161235000.0,35025000.0,-25608000.0,-24199000.0,10389000.0,4631000.0,
0075.HK,Y.T. REALTY,Real Estate - Development,0.159,HKD,HKD,127129560.0,12-31,0.0,3038944000.0,2023057000.0,15965262000.0,1029097000.0,7274368000.0,6200305000.0,758019000.0,-30094000.0,630041000.0,-1134120000.0,-110056000.0,
0076.HK,ELATE HOLDINGS,Electronic Components,0.26,HKD,USD,98811440.0,12-31,0.0,389658000.0,108000.0,409337000.0,389658000.0,105682000.0,96360000.0,12083000.0,1815000.0,-5992000.0,-443000.0,-1240000.0,
0077.HK,AMS TRANSPORT,Railroads,0.45,HKD,HKD,122360840.0,03-31,0.0,152007000.0,268173000.0,353461000.0,39000000.0,393686000.0,323036000.0,42738000.0,-11952000.0,105381000.0,-112260000.0,5278000.0,
0078.HK,REGAL INT'L,Lodging,0.57,HKD,HKD,512316000.0,12-31,0.0,27094700000.0,16186400000.0,28518700000.0,10926500000.0,1792200000.0,1139900000.0,879900000.0,-1791900000.0,556100000.0,-886000000.0,-112600000.0,
0079.HK,CENTURY LEGEND,Lodging,0.132,HKD,HKD,43042164.0,12-31,0.0,381761000.0,140770000.0,417747000.0,252358000.0,53037000.0,31326000.0,29849000.0,-28736000.0,-4838000.0,-101841000.0,103281000.0,
0080.HK,CNEWECON FUND,Asset Management,0.068,HKD,HKD,89739600.0,12-31,0.0,89837953.0,1457930.0,95243209.0,89837953.0,-59023751.0,,,-52436843.0,-9901439.0,-619465.0,,
0081.HK,CH OVS G OCEANS,Real Estate - Development,1.82,HKD,CNY,6478053376.0,12-31,0.094,74867695000.0,43600314000.0,152030454000.0,31303532000.0,56408144000.0,50096691000.0,2569525000.0,2301686000.0,9097634000.0,-6963334000.0,-1527242000.0,
0082.HK,CRAZY SPORTS,Electronic Gaming & Multimedia,0.079,HKD,HKD,357565056.0,12-31,0.0,797081000.0,25486000.0,1076999000.0,777228000.0,490184000.0,310808000.0,190607000.0,-23222000.0,-987000.0,-17260000.0,-849000.0,
0083.HK,SINO LAND,Real Estate - Development,7.63,HKD,HKD,68782465024.0,06-30,0.58,168240000000.0,2472000000.0,180344000000.0,165790000000.0,8765000000.0,5344000000.0,1084000000.0,4402000000.0,1149000000.0,-1403000000.0,-6856000000.0,
0084.HK,STELUX HOLDINGS,Luxury Goods,0.066,HKD,HKD,68436720.0,03-31,0.0,1140564000.0,347178000.0,1428625000.0,906580000.0,767561000.0,381888000.0,417512000.0,473151000.0,-593000.0,-174104000.0,147249000.0,
0085.HK,CE HUADA TECH,Semiconductors,1.41,HKD,HKD,2862116608.0,12-31,0.09,2615126000.0,508812000.0,4326786000.0,2118558000.0,3019120000.0,1721057000.0,581107000.0,686431000.0,889349000.0,-296819000.0,-636983000.0,
0086.HK,SUN HUNG KAI CO,Credit Services,2.89,HKD,HKD,5671913984.0,12-31,0.26,32759800000.0,11837100000.0,37300100000.0,21147500000.0,2317200000.0,,,377700000.0,1876500000.0,-4169600000.0,209600000.0,
0087.HK,SWIRE PACIFIC B,Conglomerates,9.96,HKD,HKD,78672650240.0,12-31,3.35,349891000000.0,96612000000.0,476561000000.0,258300000000.0,81969000000.0,51506000000.0,20893000000.0,4321000000.0,10458000000.0,12621000000.0,-14598000000.0,
0088.HK,TAI CHEUNG HOLD,Real Estate - Development,2.9,HKD,HKD,1790839936.0,03-31,0.24,6464100000.0,39400000.0,6664400000.0,6440900000.0,121700000.0,98700000.0,56000000.0,74900000.0,-101400000.0,-223400000.0,143800000.0,
0089.HK,TAI SANG LAND,Real Estate Services,1.62,HKD,HKD,466025440.0,12-31,0.09,11202929000.0,2580802000.0,11890984000.0,8622926000.0,487063000.0,183448000.0,184726000.0,-185656000.0,162585000.0,-168933000.0,-19443000.0,
0090.HK,PUXING ENERGY,Utilities - Renewable,0.59,HKD,CNY,270573984.0,12-31,0.013,1644371000.0,828337000.0,1729629000.0,816130000.0,513510000.0,226867000.0,142128000.0,70842000.0,172572000.0,-126336000.0,-4948000.0,
0092.HK,CHAMPION TECH,Oil & Gas Midstream,0.2,HKD,HKD,196941408.0,06-30,0.0,96494000.0,1894000.0,262389000.0,96494000.0,208612000.0,197212000.0,22692000.0,-12420000.0,-61643000.0,25040000.0,42612000.0,
0093.HK,ZERO FINTECH,Credit Services,0.6,HKD,HKD,1600584064.0,12-31,0.0,1080775000.0,1503000.0,1264977000.0,1080775000.0,196609000.0,,,12136000.0,-65075000.0,-1000000.0,1287000.0,
0094.HK,GREENHEART GP,Lumber & Wood Production,0.043,HKD,HKD,79764568.0,12-31,0.0,1025568000.0,438216000.0,609514000.0,601221000.0,51872000.0,110484000.0,48005000.0,-139238000.0,-22125000.0,7259000.0,-9312000.0,
0095.HK,LVGEM CHINA,Real Estate - Development,0.242,HKD,CNY,1465912576.0,12-31,0.0,58528429000.0,35551444000.0,105512558000.0,23178428000.0,6117628000.0,4541374000.0,704648000.0,-2126475000.0,-3627721000.0,4977278000.0,-2358006000.0,
0096.HK,YUSEI,Auto Parts,0.6,HKD,CNY,381930016.0,12-31,0.0,1578883000.0,691817000.0,2583779000.0,887066000.0,1942475000.0,1702632000.0,130368000.0,79096000.0,340469000.0,35967000.0,-377249000.0,
0097.HK,HENDERSON INV,Department Stores,0.111,HKD,HKD,338253632.0,12-31,0.0,1173000000.0,924000000.0,2535000000.0,1173000000.0,1551000000.0,1482000000.0,135000000.0,-72000000.0,209000000.0,-327000000.0,-57000000.0,
0098.HK,XINGFA ALUM,Aluminum,7.69,HKD,CNY,3234790656.0,12-31,0.601,8465800000.0,3153547000.0,12866226000.0,5318308000.0,17352551000.0,15362349000.0,698595000.0,804171000.0,1466607000.0,358690000.0,-836701000.0,
0099.HK,WONG'S INT'L,Consumer Electronics,1.2,HKD,HKD,574180800.0,12-31,0.058,6264945000.0,1806846000.0,7310256000.0,4474267000.0,3185668000.0,2321785000.0,628767000.0,152726000.0,342863000.0,-284313000.0,340152000.0,
0101.HK,HANG LUNG PPT,Real Estate Services,6.06,HKD,HKD,28989100032.0,12-31,0.52,188963000000.0,57639000000.0,221648000000.0,131587000000.0,11242000000.0,4787000000.0,643000000.0,2153000000.0,4956000000.0,3205000000.0,-3173000000.0,
0102.HK,"0102.HK,0P00009TEP,0",N/A,,HKD,HKD,211943680.0,N/A,0.0,3338180000.0,171000000.0,3734495000.0,3180359000.0,372306000.0,16021000.0,334293000.0,11847000.0,85825000.0,-24701000.0,106575000.0,
0103.HK,SHOUGANG CENT,Steel,0.435,HKD,HKD,1022276096.0,12-31,0.017,2177210000.0,487983000.0,3312149000.0,1689673000.0,2494534000.0,2120368000.0,280723000.0,62506000.0,147482000.0,-126962000.0,-85782000.0,
0104.HK,ASIA COMM HOLD,Specialty Retail,0.211,HKD,HKD,157642944.0,03-31,0.035,603361000.0,205656000.0,772605000.0,444521000.0,705403000.0,471038000.0,131194000.0,26202000.0,70492000.0,-82387000.0,-9097000.0,
0105.HK,ASSO INT HOTELS,Real Estate Services,5.06,HKD,HKD,1821600000.0,03-31,0.41,8056305000.0,201408000.0,8317831000.0,7856305000.0,292143000.0,94299000.0,38946000.0,376759000.0,183691000.0,-152145000.0,22553000.0,
0106.HK,LANDSEA MGMT,Real Estate - Development,0.012,HKD,CNY,54098400.0,12-31,0.0,7719393000.0,7830945000.0,19353585000.0,-11027000.0,9039797000.0,7929178000.0,1514574000.0,-860793000.0,-316310000.0,-191171000.0,259435000.0,
0107.HK,SICHUAN EXPRESS,Infrastructure Operations,4.15,HKD,CNY,16582321152.0,12-31,0.29,54808401375.62,38374494839.23,61070435445.0,18404171806.44,10362174673.9,7061012259.27,657381597.0999999,1458921310.98,3696066368.17,464231331.64,-3195633631.19,
0108.HK,GR LIFE STYLE,Real Estate Services,0.63,HKD,HKD,2028203136.0,12-31,0.0,5795317000.0,2696111000.0,6412623000.0,3102292000.0,352640000.0,108984000.0,106374000.0,-129307000.0,104215000.0,173700000.0,-327486000.0,
0110.HK,CHINA FORTUNE,Consumer Electronics,0.125,HKD,HKD,31694500.0,12-31,0.0,28041000.0,1598000.0,38902000.0,28041000.0,81542000.0,81166000.0,17854000.0,-12616000.0,-11220000.0,17342000.0,44000.0,
0111.HK,CINDA INTL HLDG,Capital Markets,0.237,HKD,HKD,151965824.0,12-31,0.0,1642362000.0,713558000.0,1864194000.0,935796000.0,195510000.0,63336000.0,44664000.0,10335000.0,-16056000.0,175921000.0,-406780000.0,
0113.HK,DICKSON CONCEPT,Luxury Goods,4.72,HKD,HKD,1822198400.0,03-31,0.45,4370829000.0,1310733000.0,5358425000.0,3571736000.0,2400137000.0,1302226000.0,755723000.0,350767000.0,385644000.0,-666911000.0,606444000.0,
0114.HK,HERALD HOLD,Leisure,0.47,HKD,HKD,284110784.0,03-31,0.06,580371000.0,11762000.0,812449000.0,580371000.0,711337000.0,551059000.0,180262000.0,-14385000.0,112536000.0,-53595000.0,1525000.0,
0115.HK,GRAND FIELD GP,Real Estate - Development,4.25,HKD,HKD,52053152.0,12-31,0.0,1240412000.0,734933000.0,2632348000.0,506710000.0,264515000.0,204591000.0,73859000.0,-47026000.0,16705000.0,-36619000.0,39866000.0,
0116.HK,CHOW SANG SANG,Luxury Goods,7.09,HKD,HKD,4762438144.0,12-31,0.51,16769722000.0,5624788000.0,19156156000.0,12204072000.0,25013339000.0,18409837000.0,5217172000.0,1012680000.0,2159980000.0,-1390191000.0,-409070000.0,
0117.HK,TIANLI HOLDINGS,Electronic Components,0.185,HKD,CNY,137778752.0,12-31,0.0,1742799000.0,1085634000.0,2013790000.0,667963000.0,488016000.0,410147000.0,160638000.0,-222148000.0,-4514000.0,307176000.0,-332559000.0,
0118.HK,COSMOS MACH,Conglomerates,0.207,HKD,HKD,178419728.0,12-31,0.0,1506320000.0,243521000.0,2462080000.0,1271722000.0,2176900000.0,1807235000.0,334055000.0,-43801000.0,164769000.0,-23534000.0,-15847000.0,
0119.HK,POLY PROPERTY,Real Estate - Development,1.44,HKD,CNY,5502499328.0,12-31,0.02,108175624000.0,74113695000.0,205810952000.0,34100270000.0,40932418000.0,32572337000.0,3040509000.0,1444626000.0,5369359000.0,-3826400000.0,-1289820000.0,
0120.HK,COSMOPOL INT'L,Real Estate - Diversified,0.11,HKD,HKD,136358192.0,12-31,0.0,2547800000.0,1367100000.0,3987600000.0,1181800000.0,77300000.0,66400000.0,68400000.0,-372300000.0,-449900000.0,409500000.0,12100000.0,
0122.HK,CROCODILE,Apparel Manufacturing,2.05,HKD,HKD,145684880.0,12-31,0.0,2235622000.0,771177000.0,2343864000.0,1481577000.0,86876000.0,14044000.0,94815000.0,-108786000.0,14169000.0,-57922000.0,-4215000.0,
0123.HK,YUEXIU PROPERTY,Real Estate - Development,5.07,HKD,CNY,20408727552.0,12-31,0.173,159999803000.0,105209919000.0,401178728000.0,55628905000.0,80222011000.0,67964384000.0,4249910000.0,3185085000.0,8562176000.0,-1375043000.0,220098000.0,
0124.HK,GD LAND,Real Estate - Development,0.226,HKD,HKD,386808032.0,12-31,0.0,28899400000.0,23880107000.0,48933084000.0,5039088000.0,3877416000.0,3506070000.0,629112000.0,-2444888000.0,3606861000.0,-1620311000.0,-489182000.0,
0125.HK,SUN HING VISION,Luxury Goods,0.355,HKD,HKD,93286184.0,03-31,0.0,706515000.0,53149000.0,905955000.0,670395000.0,702343000.0,627395000.0,136789000.0,-28365000.0,-25815000.0,-20768000.0,-5188000.0,
0126.HK,CARRIANNA,Restaurants,0.138,HKD,HKD,216847680.0,03-31,0.0,4853222000.0,1842815000.0,6134911000.0,3116216000.0,661856000.0,398069000.0,260922000.0,-250250000.0,261247000.0,-197620000.0,-211642000.0,
